0.912417,-4.695633,-2.709067
0.875896,-4.711866,-2.742440
0.838803,-4.726683,-2.776619
0.801259,-4.740385,-2.810434
0.763248,-4.752660,-2.844250
0.724864,-4.763794,-2.876442
0.686139,-4.773599,-2.907612
0.647136,-4.782321,-2.937116
0.607896,-4.789824,-2.965519
0.568461,-4.796318,-2.992283
0.528874,-4.801711,-3.017923
0.489158,-4.806176,-3.042085
0.449353,-4.809651,-3.065215
0.409473,-4.812274,-3.086976
0.369553,-4.814013,-3.107755
0.329599,-4.814977,-3.127286
0.289640,-4.815157,3.137284
0.249677,-4.814633,3.119809
0.209735,-4.813416,3.103191
0.169811,-4.811565,3.087621
0.129925,-4.809104,3.072863
0.090074,-4.806076,3.059064
0.050270,-4.802515,3.046029
0.010511,-4.798449,3.033846
-0.029195,-4.793920,3.022356
-0.068850,-4.788941,3.011631
-0.108450,-4.783562,3.001544
-0.147997,-4.777784,2.992131
-0.187489,-4.771660,2.983294
-0.226928,-4.765184,2.975060
-0.266314,-4.758410,2.967356
-0.305648,-4.751327,2.960164
-0.344934,-4.743988,2.953432
-0.384168,-4.736376,2.947158
-0.423359,-4.728544,2.941304
-0.462502,-4.720473,2.935836
-0.501605,-4.712213,2.930728
-0.540663,-4.703743,2.925955
-0.579685,-4.695110,2.921503
-0.618667,-4.686293,2.917347
-0.657616,-4.677335,2.913480
-0.696528,-4.668217,2.909860
-0.735412,-4.658978,2.906486
-0.774262,-4.649597,2.903345
-0.813086,-4.640114,2.900444
-0.851881,-4.630508,2.897740
-0.890654,-4.620815,2.895244
-0.929400,-4.611015,2.892945
-0.968128,-4.601144,2.890866
-1.006833,-4.591183,2.888958
-1.045523,-4.581164,2.887244
-1.084194,-4.571071,2.885708
-1.122853,-4.560933,2.884385
-1.161497,-4.550738,2.883227
-1.200132,-4.540511,2.882272
-1.238757,-4.530241,2.881488
-1.277376,-4.519953,2.880927
-1.315989,-4.509641,2.880519
-1.354600,-4.499321,2.880319
-1.393209,-4.488993,2.880279
-1.431819,-4.478671,2.880465
-1.470432,-4.468357,2.880803
-1.509049,-4.458061,2.881366
-1.547673,-4.447790,2.882067
-1.586304,-4.437548,2.882982
-1.624947,-4.427349,2.884025
-1.663600,-4.417187,2.885277
-1.702268,-4.407084,2.886644
-1.740949,-4.397029,2.888210
-1.779649,-4.387047,2.889871
-1.818362,-4.377120,2.891707
-1.857098,-4.367280,2.893614
-1.895850,-4.357501,2.895666
-1.934626,-4.347820,2.897769
-1.973418,-4.338204,2.899987
-2.012236,-4.328695,2.902229
-2.051071,-4.319253,2.904546
-2.089933,-4.309925,2.906861
-2.128811,-4.300662,2.909208
-2.167717,-4.291516,2.911521
-2.206638,-4.282434,2.913807
-2.245585,-4.273466,2.916031
-2.284545,-4.264557,2.918176
